name,label,num_seeds,team_reward_mean_across_seeds,reward_degradation_mean_across_seeds,final_min_distance_sum_mean_across_seeds,final_unique_landmarks_mean_across_seeds,collision_pair_events_mean_across_seeds,collision_pair_events_delta_mean_across_seeds,collision_step_rate_mean_across_seeds
clean_rmappo,Clean RMAPPO,5,-489.0713296711445,0.0,0.9438973234190833,2.5,2.025,0.0,0.078
random_action_poison,Random Action,5,-498.5025807917118,9.431251120567321,1.0198525270375822,2.45625,1.75,-0.275,0.0685
targeted_action_poison,Targeted Action,5,-488.8619980812073,-0.20933158993721007,0.9657658520558308,2.525,1.49375,-0.53125,0.05850000000000001
kl_targeted_action_poison,KL Targeted Action,5,-493.6504110276699,4.579081356525421,0.9860784511300327,2.4625,1.74375,-0.28125,0.06875
