"requested_poison_probability","strong_clean_seeds","name","label","reward_degradation_mean","distance_delta_mean","reward_degradation_by_seed"
"0.1","21 37","random_action_poison","Random","10.817060649395","0.0749556905462712","22.4629137217999 -0.828792423009872"
"0.1","21 37","targeted_action_poison","Targeted","1.02505412697792","-0.0152160972254826","14.7362302541733 -12.6861220002174"
"0.1","21 37","kl_targeted_action_poison","KL targeted","9.77211958169937","0.118891319172525","3.84844332933426 15.6957958340645"
"0.2","21 37","random_action_poison","Random","-3.14565743505955","-0.00399589191736738","7.54310205578804 -13.8344169259071"
"0.2","21 37","targeted_action_poison","Targeted","11.4130348265171","0.0688827321007899","10.3857243359089 12.4403453171253"
"0.2","21 37","kl_targeted_action_poison","KL targeted","2.73502273857594","0.00449555441288763","9.69542518258095 -4.22537970542908"
"0.3","21 37","random_action_poison","Random","1.23178535699844","0.0330893289312547","8.57273104786873 -6.10916033387184"
"0.3","21 37","targeted_action_poison","Targeted","-5.13020768761635","0.0205122631176055","4.04316094517708 -14.3035763204098"
"0.3","21 37","kl_targeted_action_poison","KL targeted","19.9877633601427","0.159224749886186","34.3535920083523 5.62193471193314"
